GSIName,OrigName,SrcName,Type,Depth_m,Dpth-Rck_m,DTRConfid,DrillDate,Easting,Northing,Loc_Acc,Townland,Town,County,SixInShtNo,SourceUse,YldClass,ProdClass,Yield_m3d,Abstr_m3d,Ovrflw_m3d,AbstrDDm,SC_m3dm,cas1dia_mm,Wtrstrk1_m,Wtrstrk2_m,Wtrstrk3_m,Wtrstrk4_m,Wtrloss1_m,GenComms,DrillComms,CasingComs,DEPTH
2625SEW039,,,Borehole,4.6,,DTB Unknown,,285100,253450,to 20m,FOXTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2625SEW041,,,Borehole,26.0,,DTB Unknown,,285080,253660,to 20m,FOXTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,Well may have been polluted by landfill.,,,1to50m
2625SEW042,,,Borehole,17.5,,DTB Unknown,,285040,253680,to 20m,MITCHELSTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,Well serves 3 houses,,,1to50m
2625SWW010,,KILMURRAY PRIVATE GROUP WATER SCHEME,Borehole,54.9,5.5,Bedrock Met,01/05/1985,273120,253250,to 20m,CLONCARNEEL,,Meath,35,Public supply (Co Co),Excellent,II,545.0,,,8.0,68.1,152.0,,,,,,"At Stonyford Bd. Potential yield 1,130m/d
Driller Briody, Crossakiel, Kells",,,1to50m
2625SWW011,TW1,MEATH CO. CO.,Borehole,38.0,12.0,Bedrock Met,15/01/1985,273400,253250,to 20m,CLONCARNEEL,,Meath,36,Other,Good,,227.0,,,,,200.0,9.0,23.0,,,,TW No.1 at Stonyford Bd. grey S.S. within upper dark Limestone,,,1to50m
2625SWW012,TW2,MEATH CO. CO.,Borehole,61.0,5.0,Bedrock Met,01/05/1985,273340,252740,to 20m,MOYFEAGHER,,Meath,36,Other,Good,IV,227.0,,,36.0,6.3,150.0,2.7,39.0,,,,TW No.2 at Scarriff Bridge.,,,1to50m
2625SWW013,PW1,MEATH CO. CO.,Borehole,33.5,6.7,Bedrock Met,21/10/1994,269410,256070,to 20m,CORBALLIS,"Ballivor, Earls Bridge",Meath,35,Public supply (Co Co),Excellent,II,575.0,,,19.4,29.6,,,,,,,Earls Bridge well screened 4.2-10.2 & 27.4-30.4.Fracture lms,,,1to50m
2625SWW014,PW2,MEATH CO. CO.,Borehole,31.0,6.1,Bedrock Met,01/01/1994,269430,256060,to 20m,CORBALLIS,"Ballivor, Earls Bridge",Meath,35,Public supply (Co Co),,,,,,,,,,,,,,Test well (SWL 3.25 on 09:11:1994).,,,1to50m
2625SWW037,,,Dug well,3.0,,Bedrock Not Met,30/08/1995,270460,257670,to 20m,RATHCORMICK,,Meath,35,Domestic use only,,,,,,,,,,,,,,old co. co. hand pump,"Ballivor well survey, #1",,1to50m
2625SWW038,,,Dug well,5.5,4.3,Bedrock Met,30/08/1995,270540,257770,to 20m,RATHCORMICK,,Meath,35,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2625SWW039,,,Dug well,3.9,,DTB Unknown,30/08/1995,270540,257920,to 20m,RATHCORMICK,Ballivor,Meath,35,Domestic use only,,,,,,,,,,,,,,,"Ballivor well survey, #3",,1to50m
2625SWW040,,OLD CO. CO. HAND PUMP.,Dug well,8.0,,Bedrock Not Met,30/08/1995,269200,257540,to 20m,RATHCORMICK,,Meath,35,Domestic use only,,,,,,,,,,,,,,Electric pump in well,,,1to50m
2625SWW041,,CO. CO. RATHCORMICK WELL,Borehole,47.0,,DTB Unknown,30/08/1995,269200,257450,to 20m,RATHCORMICK,,Meath,35,Domestic use only,,,,,,,,,,,,,,Supplies 3 houses,,,1to50m
2625SWW043,,,Dug well,,,,30/08/1995,269350,256480,to 20m,CORBALLIS,,Meath,35,Other,,,,,,,,,,,,,,goes dry every year,,,1to50m
2625SWW044,,,Dug well,3.1,,Bedrock Not Met,30/08/1995,269440,256640,to 20m,CORBALLIS,,Meath,35,,,,,,,,,,,,,,,"Well covered, goes low but never gone dry.",,,1to50m
2625SWW045,,,Dug well,4.9,,Bedrock Not Met,30/08/1995,269220,256680,to 20m,CORBALLIS,,Meath,35,Agri & domestic use,,,,,,,,,,,,,,Heavy cement cover,,,1to50m
2625SWW046,,,Dug well,,,,30/08/1995,269510,255620,to 20m,CROSSANSTOWN,,Meath,35,Agri & domestic use,,,,,,,,,,,,,,"Dug well, with hand pump, possibly dry",,,1to50m
2625SWW047,,,Dug well,5.2,,Bedrock Not Met,30/08/1995,269020,255640,to 20m,CROSSANSTOWN,,Meath,35,Agri & domestic use,,,,,,,,,,,,,,Never gone dry,,,1to50m
2625SWW093,,MEATH CO. CO.,Borehole,63.0,7.0,Bedrock Met,01/06/1995,269400,256100,to 20m,CORBALLIS,,Meath,35,Other,,,,,,,,,,,,,,GSI Observation well. Core stored at Sandyford D/H 105,,,1to50m
2627NEW067,,,Borehole,61.0,24.0,Bedrock Met,01/10/1988,281990,289060,to 20m,COLLEGE,,Meath,5,Industrial use,Good,II,268.0,268.0,,6.9,38.8,,,,,,,"INFLOW AT 45M, PROD. WELL YIELDS 500M3/D, HIGH Fe & Mn",,,1to50m
2627SEW060,GR1,,Borehole,61.0,12.0,Bedrock Met,01/11/1987,284470,272430,to 20m,RANDALSTOWN,,Meath,18,Other,,,,,,,,150.0,11.5,16.5,,,,"MONITORING BOREHOLE NO. 1, SCREENED WELL",,,1to50m
2627SEW061,GR2,,Borehole,61.0,2.5,Bedrock Met,01/11/1987,284120,271600,to 20m,RANDALSTOWN,,Meath,25,Other,,,,,,,,150.0,23.0,,,,,"MONITORING BOREHOLE NO. 2, SCREENED WELL",,,1to50m
2627SEW062,GR2B,,Borehole,2.7,2.7,Bedrock Met,01/11/1987,284130,271580,to 20m,RANDALSTOWN,,Meath,25,,,,,,,,,150.0,,,,,,"MONITORING BOREHOLE 2B, SCREENED WELL",,,1to50m
2627SEW063,GR3,,Borehole,61.0,11.0,Bedrock Met,01/11/1987,284330,270930,to 20m,RANDALSTOWN,,Meath,25,Other,,,,,,,,150.0,,,,,,"MONITORING BOREHOLE NO. 4, SCREENED WELL",,,1to50m
2627SWW071,,,Borehole,7.6,5.5,Bedrock Met,10/03/1995,263580,275440,to 20m,DOGSTOWN,,Meath,16,Domestic use only,,,,,,,,,,,,,,"POLLUTED BY SLURRY, NEVER GONE DRY.",,,1to50m
2629SEW064,TW9,KINGSCOURT WATER SUPPLY,Borehole,82.0,7.3,Bedrock Met,08/02/1996,282350,296320,to 20m,BARLEYHILL,,Meath,3,Public supply (Co Co),Excellent,II,850.0,,,26.0,36.0,200.0,26.0,45.0,54.0,78.0,,Water entry at 80-90ft. & 150-200ft. Bhole collapsing 270ft.,, 72hr PT at 850 m3/d; Steady state conditions not reached. slow WL recovery after pump stopped.,1to50m
2923NWW402,new PW,MEATH CO. CO.,Borehole,,,,06/07/1995,301380,242560,to 20m,DUNBOYNE,,Meath,50,,,,,,,,,,,,,,,,,Well was drilled & tested.,1to50m
2923NWW403,PW 4,MEATH CO. CO.,Borehole,122.0,4.6,Bedrock Met,20/07/1995,301610,243040,to 20m,DUNBOYNE,,Meath,50,Public supply (Co Co),Excellent,III,535.0,,,26.6,20.1,300.0,,,,,,"Water at 6m, 30m and 61m CPU",,,1to50m
2923NWW404,Gallery,MEATH CO. CO.,Infiltration Gallery,6.0,,Bedrock Not Met,,301720,243020,to 20m,DUNBOYNE,,Meath,50,Other,,,330.0,,,,,,,,,,,Old gallery with feeder pipes from river,,,1to50m
2923NWW405,old TW,MEATH CO. CO.,Borehole,61.0,,DTB Unknown,,301730,243060,to 20m,DUNBOYNE,,Meath,50,,,,,,,,,,,,,,,Old Trial Well.,,,1to50m
2923NWW411,,,Borehole,48.7,12.0,Bedrock Presumed,,301650,243720,to 20m,BENNETSTOWN,,Meath,50,Domestic use only,,,,,,,,,,,,,,CALP; Dunboyne well survey 1995,,,1to50m
2923NWW412,,,Dug well,3.0,,Bedrock Not Met,15/05/1995,301820,243350,to 20m,DUNBOYNE,,Meath,50,Other,,,,,,,,,,,,,,Concrete liners.  Mains supply.,,,1to50m
2923NWW413,,,Dug well,2.4,,Bedrock Not Met,15/05/1995,301780,243170,to 20m,DUNBOYNE,,Meath,50,Domestic use only,,,,,,,,,,,,,,"Mains supply & collects rain water.  Dry in Summer of '91,'92",,,1to50m
2923NWW414,,,Borehole,31.1,,DTB Unknown,15/05/1995,301750,243120,to 20m,DUNBOYNE,,Meath,50,Domestic use only,,,,,,,,,,,,,,"Have main connection, don't use.",,,1to50m
2923NWW415,,,Borehole,,,,15/08/1995,301680,242950,to 20m,DUNBOYNE,,Meath,50,Other,,,,,,,,,,,,,,,,,1to50m
2923NWW416,,,Borehole,7.3,,DTB Unknown,15/08/1995,301500,242970,to 20m,DUNBOYNE,,Meath,50,Domestic use only,,,,,,,,,,,,,,Poor soakage for septic tank.,,,1to50m
2923NWW417,,,Dug well,2.4,,Bedrock Not Met,15/05/1995,301360,243050,to 20m,DUNBOYNE,,Meath,50,Domestic use only,,,,,,,,,,,,,,Well Dry.,,,1to50m
2923NWW418,,,Dug well,2.2,,Bedrock Not Met,15/05/1995,301310,243120,to 20m,DUNBOYNE,,Meath,50,Domestic use only,,,,,,,,,,,,,,Almost dry.,,,1to50m
2923NWW419,,,Dug well,3.1,,Bedrock Not Met,15/05/1995,301300,243140,to 20m,DUNBOYNE,,Meath,50,Domestic use only,,,,,,,,,,,,,,Dunboyne well survey 1995,,,1to50m
2923NWW420,,,Dug well,3.6,,Bedrock Not Met,15/05/1995,301160,243370,to 20m,DUNBOYNE,,Meath,50,Agri use only,,,,,,,,,,,,,,Winter slatting of cattle only. Dunboyne well survey 1995,,,1to50m
2923NWW421,,MEATH CO. CO.,Borehole,15.2,,DTB Unknown,,300950,243440,to 20m,DUNBOYNE,,Meath,50,Other,,,,,,,,,,,,,,"BH is uncovered.
Dunboyne well survey 1995",,,1to50m
2923NWW422,,,Dug well,2.9,,Bedrock Not Met,,301460,242130,to 20m,DUNBOYNE,,Meath,50,,,,,,,,,,,,,,,"Square stone lined.
Dunboyne well survey 1995",,,1to50m
2923NWW423,,,Dug well,2.2,,Bedrock Not Met,,301450,242130,to 20m,DUNBOYNE,,Meath,50,Other,,,,,,,,,,,,,,"Mains supply, stone lined.",,,1to50m
2925NEW001,TW 1,Meath Co. Co.,Borehole,25.0,,Bedrock Not Met,01/12/1983,315540,268130,to 20m,SARSFIELDSTOWN,Mosney,Meath,28,Other,,,,,,,,250.0,15.7,,,,,Water entry at 15.6m.  Well located in Mosney.,,,1to50m
2925NEW002,TW 2,MEATH CO. CO.,Borehole,25.0,,Bedrock Not Met,01/01/1982,315460,268340,to 20m,SARSFIELDSTOWN,Mosney,Meath,28,Other,Good,III,296.0,,,12.2,24.3,250.0,18.0,,,,,Pumped for 92 hrs.,,,1to50m
2925NEW003,TW 3,MEATH CO. CO.,Borehole,60.0,25.6,Bedrock Met,01/05/1984,315560,269000,to 20m,BRIARLEAS,Mosney,Meath,28,,,,,,,,,200.0,49.5,,,,,Logged by T.Bell-info. from KT Cullen. Water entry at 49.5m.,,,1to50m
2925NEW004,TW 4,MEATH CO. CO.,Borehole,19.0,,Bedrock Not Met,01/05/1984,313880,268180,to 20m,CLARISTOWN,Mosney,Meath,28,,Good,III,295.0,,,11.0,26.8,150.0,15.0,,,,,Water entry level at 15m.,,,1to50m
2925NEW005,PW 1,MEATH CO. CO.,Borehole,23.2,,Bedrock Not Met,01/07/1984,313890,268200,to 20m,CLARISTOWN,Mosney,Meath,28,Public supply (Co Co),Good,III,295.0,,,11.0,26.8,250.0,14.6,,,,,Water entry at 14.6m. Well located in Balloy Q/S 28m3/d/m.,,,1to50m
2925NEW006,,MEATH CO. CO.,Borehole,,,,21/03/1995,309270,267280,to 20m,BELLEWSTOWN,,Meath,27,Other,,,,,,,,,,,,,,Well does not seem to be used.,,,1to50m
2925NEW072,,,Dug well,3.6,,Bedrock Not Met,,315840,269760,to 20m,BRIARLEAS,,Meath,28,Domestic use only,,,,,,,,,,,,,,"Well went dry mid Oct. '95, drilled well adjacent(073,074)",,,1to50m
2925NEW073,,,Borehole,45.7,,Bedrock Not Met,01/11/1995,315830,269740,to 20m,BRIARLEAS,,Meath,28,Other,Failure,,,,,,,,,,,,,"NO casing installed, 6m dug well next door.",,,1to50m
2925NEW074,,,Borehole,18.3,,Bedrock Not Met,01/11/1995,315820,269720,to 20m,BRIARLEAS,,Meath,28,Other,Failure,,,,,,,,,,,,,"No casing installed, well is across road and is artesian",,,1to50m
2925NEW197,TW1,,Borehole,91.4,16.2,Bedrock Met,02/09/2004,317550,265980,to 20m,GORMANSTON,,Meath,28,,Excellent,II,439.0,,,,39.3,202.0,38.1,42.7,48.8,61.0,,"Driller Dunnes Water Services Ltd
Consultants O'Connor Sutton Cronin",,Yield as tested,1to50m
2925NEW198,TW2,,Borehole,68.6,23.8,Bedrock Met,03/09/2004,317330,265860,to 20m,GORMANSTON,,Meath,34,,Moderate,,87.0,,,,,203.0,15.2,27.4,36.6,,,"Driller Dunnes Water Services Ltd
Consultants O'Connor Sutton Cronin",,,1to50m
2925NEW199,Monitoring Well,,Borehole,61.0,16.2,Bedrock Met,07/09/2004,317480,265930,to 20m,GORMANSTON,,Meath,28,,Poor,,38.0,,,,,203.0,21.3,42.7,48.8,,,"Driller Dunnes Water Services Ltd
Consultants O'Connor Sutton Cronin",,,1to50m
2925NWW079,BH 4,Meath Co Co -Dunshaughlin STP,Borehole,6.0,1.6,Bedrock Met,04/03/2002,290060,262660,to 20m,DOWDSTOWN,,Meath,31,,,,,,,,,200.0,1.1,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW080,BH 5,Meath Co Co - Dunshaughlin STP,Borehole,6.0,,Bedrock Not Met,02/03/2002,290190,262590,to 20m,DOWDSTOWN,,Meath,31,,,,,,,,,200.0,1.1,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925NWW081,BH 6,Meath Co Co - Dunshaughlin STP,Borehole,6.0,6.0,Bedrock Presumed,02/03/2002,290290,262480,to 20m,DOWDSTOWN,,Meath,31,,,,,,,,,200.0,1.0,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925NWW082,BH 7,Meath Co Co - Dunshaughlin STP,Borehole,6.0,2.4,Bedrock Met,02/03/2002,290380,262380,to 20m,DOWDSTOWN,,Meath,31,,,,,,,,,200.0,1.2,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW083,BH 8,Meath Co Co - Dunshaughlin STP,Borehole,6.0,1.8,Bedrock Met,28/02/2002,290390,272270,to 20m,DOWDSTOWN,,Meath,31,,,,,,,,,200.0,1.5,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW084,BH 9,Meath Co Co - Dunshaughlin STP,Borehole,6.0,3.0,Bedrock Met,01/03/2002,290320,262140,to 20m,DOWDSTOWN,,Meath,31,,,,,,,,,200.0,1.5,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW085,BH 10,Meath Co Co - Dunshaughlin STP,Borehole,6.0,,Bedrock Not Met,06/03/2002,290260,262030,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,1.4,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925NWW086,BH 11,Meath Co Co - Dunshaughlin STP,Borehole,6.0,,Bedrock Not Met,07/03/2002,290200,261940,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,1.4,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925NWW087,BH 12,Meath Co Co - Dunshaughlin STP,Borehole,6.0,,Bedrock Not Met,05/03/2002,290280,261820,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,1.3,,,,,Drilled by Glover SI Ltd: Shell/auger,,inflow sealed off at 3.5 m,1to50m
2925NWW088,BH 13,Meath Co Co - Dunshaughlin STP,Borehole,6.0,,Bedrock Not Met,05/03/2002,290330,261720,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,0.9,,,,,Drilled by Glover SI Ltd: Shell/auger,,Hole dry by end of drilling,1to50m
2925NWW089,BH 19,Meath Co Co - Dunshaughlin STP,Borehole,8.1,3.8,Bedrock Met,12/03/2002,290280,261700,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,0.4,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW090,BH 20,Meath Co Co - Dunshaughlin STP,Borehole,8.0,,Bedrock Not Met,04/02/2002,290250,261700,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,0.9,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925NWW091,BH 23,Meath Co Co - Dunshaughlin STP,Borehole,8.0,3.4,Bedrock Met,13/03/2002,290270,261670,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,0.9,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW092,BH 26,Meath Co Co - Dunshaughlin STP,Borehole,6.5,5.3,Bedrock Met,13/03/2002,290240,261650,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,,,,,,Drilled by Glover SI Ltd: Shell/auger/Rotary,,,1to50m
2925NWW093,BH 28,Meath Co Co - Dunshaughlin STP,Borehole,8.0,,Bedrock Not Met,27/02/2002,290180,261670,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925NWW094,BH 29,Meath Co Co - Dunshaughlin STP,Borehole,10.0,,Bedrock Not Met,26/02/2002,290200,261640,to 20m,CASTLETOWN TARA,,Meath,31,,,,,,,,,200.0,0.9,,,,,Drilled by Glover SI Ltd: Shell/auger,,,1to50m
2925SWW101,No. 2,MEATH CO. CO.,Borehole,41.0,1.5,Bedrock Met,01/05/1984,303330,255710,to 20m,KNAVINSTOWN,,Meath,39,Unknown,Excellent,I,2618.0,,,17.0,155.0,,24.0,34.0,,,,"TW No.1, major inflow 24m & 34m from a major cavity.See sheet",,,1to50m
2925SWW102,TW1,Meath Co. Co.,Borehole,40.0,1.8,Bedrock Met,01/05/1984,303320,255720,to 20m,KNAVINSTOWN,Curragha,Meath,39,Public supply (Co Co),Excellent,I,1855.0,1250.0,,13.6,136.4,250.0,,,,,,"water entry levels at 2, 7, 15, 24, 34 metres",,,1to50m
2925SWW103,PW 1,MEATH CO.CO,Borehole,43.5,1.8,Bedrock Met,01/08/1987,303340,255730,to 20m,KNAVINSTOWN,Curragha,Meath,39,Public supply (Co Co),Excellent,II,1123.0,1250.0,,18.5,60.5,250.0,,,,,,"information from K.T Cullen, sampled on 20/3/95",,,1to50m
2925SWW104,,MEATH COUNTY COUNCIL,Borehole,61.0,,DTB Unknown,,296550,252520,to 20m,DUNSHAUGHLIN,,Meath,44,Public supply (Co Co),Good,,130.0,,,,,,,,,,,sampled 20:03:95,,,1to50m
2925SWW105,PW 1,MEATH CO.CO,Borehole,122.0,12.2,Bedrock Met,,296600,252240,to 20m,DUNSHAUGHLIN,,Meath,44,Public supply (Co Co),Excellent,II,1300.0,,,54.1,24.0,,,,,,,"sampled 20/3/1995, artesion well",,,1to50m
2925SWW106,,MEATH CO. CO.,Borehole,61.0,,DTB Unknown,20/03/1995,296640,251650,to 20m,DUNSHAUGHLIN,,Meath,44,Other,Poor,,21.8,,,,,,,,,,,Inside gate tower.  Never used - well now blocked.,,,1to50m
2925SWW355,,MEATH CO. CO. - STOKE'S WELL.,Borehole,33.5,12.2,Bedrock Met,,296500,252200,to 20m,DUNSHAUGHLIN,,Meath,44,,Excellent,,760.0,,,,,200.0,,,,,,Well screened 21-33.5m.,,,1to50m
2925SWW356,BH 1,MEATH CO. CO.,Borehole,300.0,4.0,Bedrock Met,02/02/1993,296660,251680,to 20m,DUNSHAUGHLIN,,Meath,44,Public supply (Co Co),Moderate,,55.0,,,,,150.0,45.0,60.0,140.0,,,"high Mn & Fe, smell of H2S. Driller Aidan Briody, Rathangan, INFO. FROM ERA-MAPTECH",,,1to50m
2925SWW396,,,Dug well,3.5,,Bedrock Not Met,,295150,253170,to 20m,LESHEMSTOWN,,Meath,44,Domestic use only,,,,,,,,,,,,,,Well survey '95,,,1to50m
2925SWW397,,,Dug well,1.8,,Bedrock Not Met,,295180,253170,to 20m,LESHEMSTOWN,,Meath,44,Domestic use only,,,,,,,,,,,,,,Well survey Dec '95,,,1to50m
2925SWW398,,,Borehole,,,,,295310,253000,to 20m,READSLAND,,Meath,44,Domestic use only,,,,,,,,,,,,,,Well survey '95. Well is possibly >3m deep,,,1to50m
2925SWW399,,,Borehole,22.7,,DTB Unknown,,296650,252680,to 20m,COOKSLAND,,Meath,44,Domestic use only,,,,,,,,,,,,,,Well survey '95,,,1to50m
2925SWW400,,,Borehole,13.6,,DTB Unknown,01/12/1995,296880,253300,to 20m,BONESTOWN,,Meath,38,Domestic use only,,,,,,,,,,,,,,Well survey '95,,,1to50m
2925SWW401,,ST. SHAUGHLIN'S WELL,Dug well,1.9,,DTB Unknown,,297070,253050,to 20m,BONESTOWN,,Meath,38,Other,,,,,,,,,,,,,,"Well is not used, open to pollution",,,1to50m
2925SWW402,,,Borehole,17.1,,DTB Unknown,,298520,252240,to 20m,DUNSHAUGHLIN,,Meath,44,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2925SWW403,,,Borehole,18.4,,DTB Unknown,,297030,250970,to 20m,RATH HILL,,Meath,44,Domestic use only,,,,,,,,,,,,,,open to pollution,,,1to50m
2925SWW404,,,Dug well,4.4,,DTB Unknown,,296820,251830,to 20m,DUNSHAUGHLIN,,Meath,44,Other,,,,,,,,,,,,,,"stone lined. Well is no longer used, house now on mains",,,1to50m
2925SWW405,,MEATH CO. CO.,Borehole,,,,,296540,252520,to 20m,DUNSHAUGHLIN,,Meath,44,,,,,,,,,,,,,,,Observation well.,,,1to50m
2927SWW001,,,Dug well,6.0,,Bedrock Not Met,,299860,275360,to 20m,MONKNEWTOWN,,Meath,19,Domestic use only,,,,,,,,,,,,,,Contaminated with e-coli.  Analysis available.,,,1to50m
2927SWW002,,CO. CO. HAND PUMP,Dug well,,,,,298970,274700,to 20m,CASHEL,,Meath,19,Public supply (Co Co),,,,,,,,,,,,,,Contaminated with e-coli.  Analysis available,,,1to50m
2927SWW003,ILC 1813,,Borehole,33.5,13.1,Bedrock Met,01/01/1977,299640,278430,to 20m,MELLIFONT,,Meath,13,,Moderate,IV,56.7,,,11.3,5.0,165.0,5.2,25.9,31.7,,,,,PVC casing,1to50m
2927SWW004,ILC 1794,,Borehole,31.0,22.5,,01/12/1976,300640,277350,to 20m,MELLIFONT,,Meath,19,,Moderate,III,73.1,,,2.4,29.9,,,,,,,Well abandoned due to high Fe & Mn - 1978.,,,1to50m
2927SWW005,ILC 1860A,,Borehole,61.6,22.6,Bedrock Met,01/07/1979,300300,277880,to 20m,MELLIFONT,,Meath,19,,Poor,IV,31.1,,,6.1,5.1,,,,,,,"New well, replacing ILC 1794 and 1860",,,1to50m
2927SWW006,ILC 1812,,Borehole,34.1,8.5,Bedrock Met,01/01/1977,299620,278430,to 20m,MELLIFONT,Slane,Meath,13,,Poor,V,36.0,,,18.9,1.9,165.0,11.6,14.6,29.9,,,,,PVC Casing,1to50m
2927SWW007,ILC 1795,,Borehole,37.5,7.9,Bedrock Met,01/11/1977,300570,278420,to 20m,MELLIFONT,,Meath,19,,Poor,V,32.7,,,22.9,1.5,152.0,,,,,,,,PVC Casing,1to50m
2927SWW008,ILC 1827,,Borehole,49.1,9.8,Bedrock Met,01/01/1978,300150,277850,to 20m,MELLIFONT,,Meath,19,,Poor,V,28.4,,,12.2,2.3,152.0,,,,,,,,PVC Casing,1to50m
2927SWW009,ILC 1696,,Borehole,40.2,34.1,Bedrock Met,01/06/1973,299780,277000,to 20m,MELLIFONT,,Meath,19,,Poor,V,35.5,,,13.1,2.7,152.0,35.1,,,,,,,Steel casing,1to50m
2927SWW010,ILC 1021,"Land Commission, Lambert Estate",Borehole,19.8,8.5,Bedrock Met,01/04/1964,295040,271660,to 20m,THURSTIANSTOWN,,Meath,26,,Poor,IV,21.8,,,1.5,14.7,203.0,,,,,,,,,1to50m
2927SWW011,ILC 1020,"Land Commission, Lambert Estate",Borehole,18.3,,Bedrock Not Met,01/04/1964,295450,271630,to 20m,THURSTIANSTOWN,,Meath,26,,Poor,V,21.8,,,5.3,4.1,,,,,,,O.D. estimate only.,,,1to50m
2927SWW012,PW 1,SLANE WSS (Meath Co. Co.),Borehole,38.0,16.0,Bedrock Met,01/11/1987,296060,273810,to 20m,FENNOR,SLANE,Meath,19,Public supply (Co Co),Excellent,I,2088.0,,,23.7,88.2,250.0,,,,,,Pumping Well No. 1. Screen 27.5-37.5. Fissure Zone 35-37m,,,1to50m
2927SWW013,PW 2,SLANE WSS (MEATH CO. CO.),Borehole,24.0,19.5,Bedrock Met,,296080,273790,to 20m,FENNOR,SLANE,Meath,19,Public supply (Co Co),Excellent,I,1640.0,,,12.2,134.6,,,,,,,Pumping Well No.2,,,1to50m
2927SWW014,TW 2,SLANE WSS MEATH CO. CO.,Borehole,19.7,19.4,Bedrock Met,01/08/1983,296080,273820,to 20m,FENNOR,SLANE,Meath,19,Other,Excellent,I,763.0,,,5.7,135.0,150.0,8.1,9.7,13.3,15.2,,TW2 next to No.1 screened 7.5-19.5m. Water entry in gravels.,,.....and 17.4m,1to50m
2927SWW015,TW 1,SLANE WSS MEATH CO. CO.,Borehole,10.6,7.6,Bedrock Met,01/08/1983,296100,273730,to 20m,FENNOR,SLANE,Meath,19,Other,Excellent,I,872.0,,,4.0,218.0,150.0,5.5,,,,,TW1 at pump house-well backfilled to 7.6m. Screened 5-7.6m.,,,1to50m
2323NEW001,,,Dug well,3.7,,Bedrock Not Met,23/03/1973,258150,240320,to 50m,TOORNAFOLLA,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Pump,,,1to50m
2327NEW001,,Meath Co. Co.,Dug well,5.5,0.9,Bedrock Met,,255010,282440,to 50m,FENNOR LOWER,,Meath,9,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. pump.,,,1to50m
2327NEW008,,MEATH CO. CO.,Borehole,,,,,246800,282340,to 50m,ROSS,,Meath,8,Public supply (Co Co),,,,,,,,,,,,,,"SMALL PRESSURE UNIT, SERVES 5 HOUSES",,,1to50m
2327NEW010,,,Borehole,68.6,6.0,Bedrock Presumed,,246920,283050,to 50m,ROSS,,Meath,8,Agri & domestic use,Poor,IV,17.5,,,,5.7,150.0,57.9,,,,,,,dd = 3.05m                 2 hr test,1to50m
2327NEW011,,,Borehole,68.6,4.6,Bedrock Presumed,,252170,280320,to 50m,MOAT,,Meath,8,Agri & domestic use,Poor,V,7.8,,,,2.6,150.0,51.8,59.4,,,,,,dd = 3.05m         3 hr test,1to50m
2327SEW001,,MEATH CO. CO.,Spring,,,,,254900,271510,to 50m,BALLINLOUGH,,Meath,15,Public supply (Co Co),High Spring,,,2500.0,,,,,,,,,,Use springs Sep/ Oct - Algal bloom on lake.,,,1to50m
2327SEW002,,,Borehole,28.0,5.5,Bedrock Met,01/03/1971,256530,274820,to 50m,LOUGHCREW,,Meath,15,,Poor,V,30.0,30.0,,7.9,3.8,,,,,,,,,,1to50m
2327SEW003,,,Borehole,12.8,,DTB Unknown,,252630,278230,to 50m,BALLYNAGRANSHY,,Meath,8,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. pump.,,,1to50m
2327SEW004,,Meath Co. Co.,Borehole,37.8,,DTB Unknown,,252380,273080,to 50m,GLENAWARD,,Meath,14,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. pump.,,,1to50m
